claim_id,policy_number,policyholder_name,claim_date,incident_date,incident_type,claim_amount,approved_amount,status,adjuster_name,fraud_flag,fraud_score,region,policy_type,deductible,settlement_date,processing_days
CLM-0249,POL-977659,Customer_0249,2025-11-08,2025-10-28,Liability,127938.78,104693.14,Settled,Thomas Brown,False,0.09,Central,Auto,500,2026-01-24,77
CLM-0250,POL-872057,Customer_0250,2024-12-08,2024-11-26,Medical Claim,139922.92,0,Denied,Sarah Johnson,False,0.37,South,Health,500,2025-02-02,56
CLM-0251,POL-614558,Customer_0251,2025-11-09,2025-11-02,Auto Collision,32001.37,0,Pending,Michael Chen,False,0.33,South,Liability,1000,,28
CLM-0252,POL-420308,Customer_0252,2024-12-28,2024-12-28,Theft,35986.73,29776.85,Settled,Robert Taylor,False,0.24,South,Auto,1000,2025-02-14,48
CLM-0253,POL-367168,Customer_0253,2025-04-27,2025-04-15,Liability,134868.92,0,Pending,Lisa Anderson,False,0.1,West,Health,250,,10
CLM-0254,POL-104487,Customer_0254,2024-09-27,2024-09-13,Medical Claim,94986.56,93862.4,Approved,Lisa Anderson,False,0.33,East,Liability,1000,2024-10-29,32
CLM-0255,POL-844634,Customer_0255,2025-12-26,2025-12-21,Liability,169509.92,0,Under Review,Lisa Anderson,False,0.12,West,Auto,500,,25
CLM-0256,POL-387367,Customer_0256,2025-02-04,2025-01-27,Liability,39785.84,0,Pending,Maria Garcia,False,0.23,Central,Property,2500,,1
CLM-0257,POL-639718,Customer_0257,2025-07-17,2025-07-08,Liability,179404.11,163238.69,Settled,Michael Chen,False,0.25,South,Auto,1500,2025-07-26,9
CLM-0258,POL-698825,Customer_0258,2025-07-05,2025-06-30,Auto Collision,62090.62,0,Pending,Priya Patel,False,0.18,West,Health,1000,,12
CLM-0259,POL-679668,Customer_0259,2025-08-23,2025-08-13,Fire Damage,265873.82,260506.71,Settled,Maria Garcia,False,0.06,West,Liability,1000,2025-10-22,60
CLM-0260,POL-330400,Customer_0260,2025-08-28,2025-08-21,Property Damage,53480.64,53194.34,Settled,Thomas Brown,False,0.22,North,Life,0,2025-11-20,84
CLM-0261,POL-967937,Customer_0261,2024-08-05,2024-08-02,Liability,189615.0,0,Pending,Michael Chen,False,0.19,South,Auto,1000,,19
CLM-0262,POL-403296,Customer_0262,2024-11-18,2024-11-15,Theft,12405.52,10760.82,Approved,Maria Garcia,False,0.35,Central,Life,0,2024-11-27,9
CLM-0263,POL-835081,Customer_0263,2025-01-12,2025-01-03,Natural Disaster,94877.64,0,Pending,Priya Patel,False,0.13,West,Health,250,,7
CLM-0264,POL-474885,Customer_0264,2025-09-28,2025-09-14,Natural Disaster,112269.28,0,Pending,Michael Chen,False,0.24,South,Health,1000,,28
CLM-0265,POL-881429,Customer_0265,2025-12-09,2025-12-05,Fire Damage,179101.66,108876.46,Settled,Maria Garcia,False,0.27,East,Liability,2000,2026-02-06,59
CLM-0266,POL-279205,Customer_0266,2025-01-10,2025-01-08,Theft,14121.63,0,Pending,Aisha Mohammed,False,0.18,East,Health,1000,,6
CLM-0267,POL-526797,Customer_0267,2024-09-07,2024-09-03,Auto Collision,16856.83,0,Denied,Sarah Johnson,False,0.32,South,Property,5000,2024-10-13,36
CLM-0268,POL-305701,Customer_0268,2024-09-11,2024-09-08,Liability,188808.87,0,Under Review,Priya Patel,False,0.3,East,Property,2500,,28
CLM-0269,POL-199074,Customer_0269,2025-04-01,2025-03-28,Liability,194259.55,128565.45,Settled,Priya Patel,False,0.14,North,Life,0,2025-05-13,42
CLM-0270,POL-448712,Customer_0270,2024-12-06,2024-11-26,Theft,48578.39,0,Under Review,Priya Patel,False,0.13,North,Property,2500,,28
CLM-0271,POL-707090,Customer_0271,2024-12-25,2024-12-15,Theft,42056.82,0,Denied,Lisa Anderson,False,0.39,West,Auto,500,2025-02-26,63
CLM-0272,POL-213053,Customer_0272,2025-01-25,2025-01-18,Auto Collision,19098.91,0,Under Review,James Wilson,True,0.86,South,Auto,500,,5
CLM-0273,POL-126176,Customer_0273,2025-09-04,2025-08-24,Theft,29621.95,0,Under Review,Michael Chen,False,0.11,East,Auto,500,,17
CLM-0274,POL-331686,Customer_0274,2024-08-09,2024-07-28,Fire Damage,328342.84,226632.58,Approved,James Wilson,False,0.38,North,Health,500,2024-11-01,84
CLM-0275,POL-370858,Customer_0275,2025-10-17,2025-10-17,Liability,53303.02,0,Denied,Lisa Anderson,False,0.37,West,Auto,1000,2025-11-22,36
CLM-0276,POL-528743,Customer_0276,2024-08-25,2024-08-18,Theft,41744.08,0,Pending,Priya Patel,False,0.29,West,Property,2500,,28
CLM-0277,POL-941058,Customer_0277,2025-01-13,2024-12-30,Auto Collision,31195.64,0,Pending,Thomas Brown,False,0.28,Central,Liability,2000,,30
CLM-0278,POL-603074,Customer_0278,2025-10-08,2025-09-30,Liability,67830.98,0,Pending,Priya Patel,False,0.1,North,Life,0,,25
CLM-0279,POL-576081,Customer_0279,2025-04-15,2025-04-09,Property Damage,88574.32,78719.81,Settled,James Wilson,False,0.27,East,Liability,2000,2025-06-11,57
CLM-0280,POL-974512,Customer_0280,2025-09-05,2025-09-03,Auto Collision,74382.66,0,Under Review,Aisha Mohammed,False,0.26,South,Health,250,,30
CLM-0281,POL-610865,Customer_0281,2024-10-25,2024-10-23,Natural Disaster,481444.07,0,Pending,Sarah Johnson,False,0.17,East,Auto,1000,,7
CLM-0282,POL-472255,Customer_0282,2024-12-31,2024-12-20,Fire Damage,178627.49,0,Pending,Priya Patel,False,0.09,West,Auto,1000,,29
CLM-0283,POL-216598,Customer_0283,2024-11-15,2024-11-06,Auto Collision,69634.57,0,Under Review,Priya Patel,False,0.02,North,Property,1000,,3
CLM-0284,POL-988921,Customer_0284,2024-10-22,2024-10-15,Medical Claim,11796.65,10104.17,Settled,Sarah Johnson,False,0.04,North,Life,0,2024-11-08,17
CLM-0285,POL-158290,Customer_0285,2024-09-12,2024-08-30,Natural Disaster,82163.81,0,Denied,Sarah Johnson,False,0.06,West,Health,250,2024-10-09,27
CLM-0286,POL-978091,Customer_0286,2025-12-09,2025-11-27,Medical Claim,112372.01,95640.47,Approved,Maria Garcia,False,0.22,West,Life,0,2026-01-21,43
CLM-0287,POL-627042,Customer_0287,2025-11-04,2025-10-31,Natural Disaster,144442.95,138334.31,Settled,Robert Taylor,True,0.68,East,Property,2500,2025-12-01,27
CLM-0288,POL-356905,Customer_0288,2024-09-26,2024-09-12,Auto Collision,26312.18,21186.46,Approved,Aisha Mohammed,False,0.04,West,Liability,1000,2024-11-22,57
CLM-0289,POL-539525,Customer_0289,2025-06-07,2025-05-25,Property Damage,119600.08,117913.25,Settled,Sarah Johnson,False,0.33,South,Auto,1500,2025-08-27,81
CLM-0290,POL-311569,Customer_0290,2025-03-20,2025-03-12,Natural Disaster,202429.89,0,Pending,Aisha Mohammed,True,0.67,Central,Life,0,,20
CLM-0291,POL-350509,Customer_0291,2025-06-30,2025-06-25,Property Damage,136737.05,0,Under Review,Lisa Anderson,False,0.14,West,Auto,1000,,26
CLM-0292,POL-867402,Customer_0292,2025-03-18,2025-03-10,Fire Damage,153488.74,0,Denied,Sarah Johnson,False,0.31,West,Life,0,2025-05-14,57
CLM-0293,POL-616646,Customer_0293,2024-11-26,2024-11-26,Fire Damage,350674.98,316657.88,Settled,David Kim,False,0.34,West,Liability,1000,2025-02-19,85
CLM-0294,POL-190256,Customer_0294,2024-07-19,2024-07-07,Liability,110525.85,0,Denied,Robert Taylor,False,0.14,Central,Property,1000,2024-09-14,57
CLM-0295,POL-946127,Customer_0295,2025-01-30,2025-01-23,Fire Damage,212616.12,158230.12,Approved,Sarah Johnson,False,0.1,Central,Health,500,2025-02-14,15
CLM-0296,POL-438367,Customer_0296,2024-10-27,2024-10-21,Medical Claim,124709.49,0,Denied,James Wilson,False,0.38,West,Life,0,2024-12-19,53
CLM-0297,POL-960288,Customer_0297,2024-12-05,2024-11-22,Fire Damage,207590.8,186561.36,Approved,Michael Chen,False,0.21,South,Life,0,2025-02-09,66
CLM-0298,POL-948514,Customer_0298,2025-08-23,2025-08-14,Auto Collision,43355.94,29108.05,Approved,Priya Patel,False,0.23,Central,Liability,2000,2025-10-23,61
CLM-0299,POL-192803,Customer_0299,2025-05-10,2025-05-01,Property Damage,68760.79,0,Pending,David Kim,False,0.39,North,Auto,500,,27
CLM-0300,POL-912645,Customer_0300,2024-11-04,2024-11-01,Natural Disaster,246479.67,222170.19,Approved,Robert Taylor,False,0.26,North,Auto,1500,2024-12-17,43
CLM-0301,POL-835387,Customer_0301,2025-01-16,2025-01-09,Fire Damage,50394.69,0,Pending,Priya Patel,False,0.08,South,Life,0,,6
CLM-0302,POL-341244,Customer_0302,2025-07-27,2025-07-21,Auto Collision,66464.15,0,Pending,Priya Patel,False,0.18,East,Liability,2000,,26
CLM-0303,POL-458645,Customer_0303,2025-04-18,2025-04-18,Property Damage,95098.61,0,Denied,Priya Patel,False,0.12,West,Auto,1500,2025-07-15,88
CLM-0304,POL-545865,Customer_0304,2025-01-22,2025-01-13,Natural Disaster,269846.43,0,Under Review,Aisha Mohammed,False,0.05,North,Liability,1000,,5
CLM-0305,POL-937683,Customer_0305,2025-07-03,2025-06-24,Theft,37127.75,0,Denied,Sarah Johnson,True,0.96,East,Life,0,2025-08-29,57
CLM-0306,POL-118826,Customer_0306,2025-06-04,2025-05-23,Property Damage,212520.32,135086.06,Settled,Aisha Mohammed,False,0.08,South,Property,2500,2025-06-20,16
CLM-0307,POL-596482,Customer_0307,2025-09-01,2025-08-24,Theft,14039.53,0,Pending,Maria Garcia,False,0.01,East,Life,0,,5
CLM-0308,POL-298812,Customer_0308,2025-07-19,2025-07-07,Property Damage,244192.39,0,Under Review,Maria Garcia,False,0.1,West,Health,500,,25
CLM-0309,POL-794048,Customer_0309,2025-06-26,2025-06-21,Liability,125761.28,0,Under Review,Maria Garcia,False,0.12,East,Health,500,,9
CLM-0310,POL-171561,Customer_0310,2025-04-20,2025-04-18,Liability,120067.35,0,Denied,Michael Chen,False,0.29,North,Health,250,2025-05-07,17
CLM-0311,POL-616825,Customer_0311,2024-10-09,2024-10-08,Theft,20727.74,13303.1,Settled,David Kim,False,0.39,North,Liability,2000,2024-11-07,29
CLM-0312,POL-541764,Customer_0312,2025-02-08,2025-02-05,Auto Collision,9720.32,9640.32,Approved,Robert Taylor,False,0.12,North,Property,5000,2025-03-19,39
CLM-0313,POL-614251,Customer_0313,2024-12-11,2024-12-10,Natural Disaster,82362.73,69457.98,Approved,Thomas Brown,False,0.21,West,Health,250,2025-02-28,79
CLM-0314,POL-525895,Customer_0314,2024-08-19,2024-08-12,Fire Damage,252277.77,204675.9,Settled,Maria Garcia,False,0.18,East,Life,0,2024-11-10,83
CLM-0315,POL-437085,Customer_0315,2025-01-10,2025-01-05,Liability,57660.66,0,Denied,Sarah Johnson,False,0.27,North,Property,1000,2025-02-26,47
CLM-0316,POL-530975,Customer_0316,2025-03-06,2025-03-03,Theft,5674.83,3733.04,Approved,Aisha Mohammed,False,0.33,East,Property,1000,2025-03-29,23
CLM-0317,POL-134855,Customer_0317,2024-10-12,2024-10-04,Theft,15474.69,0,Pending,Sarah Johnson,False,0.05,Central,Life,0,,7
CLM-0318,POL-577994,Customer_0318,2025-02-26,2025-02-22,Property Damage,139140.35,0,Denied,Priya Patel,False,0.31,North,Property,1000,2025-04-11,44
CLM-0319,POL-498974,Customer_0319,2024-11-22,2024-11-11,Fire Damage,359196.11,348661.36,Settled,Thomas Brown,False,0.38,West,Life,0,2025-01-10,49
CLM-0320,POL-491127,Customer_0320,2025-12-28,2025-12-20,Natural Disaster,330199.69,0,Pending,Thomas Brown,False,0.37,East,Property,5000,,15
CLM-0321,POL-360740,Customer_0321,2025-01-04,2024-12-22,Auto Collision,6975.3,0,Under Review,David Kim,False,0.07,Central,Property,5000,,24
CLM-0322,POL-953227,Customer_0322,2024-07-04,2024-07-03,Theft,17390.3,0,Denied,Sarah Johnson,False,0.28,North,Auto,500,2024-07-30,26
CLM-0323,POL-116021,Customer_0323,2025-04-30,2025-04-16,Liability,42721.72,0,Pending,Robert Taylor,True,0.91,South,Health,500,,1
CLM-0324,POL-571542,Customer_0324,2024-09-16,2024-09-09,Liability,79824.78,0,Pending,Thomas Brown,False,0.05,North,Property,2500,,13
CLM-0325,POL-703000,Customer_0325,2024-08-13,2024-08-05,Liability,197839.52,0,Under Review,Sarah Johnson,False,0.33,West,Auto,500,,22
CLM-0326,POL-880229,Customer_0326,2025-11-10,2025-11-01,Auto Collision,36746.14,30821.01,Approved,Lisa Anderson,False,0.05,North,Property,2500,2025-11-25,15
CLM-0327,POL-443811,Customer_0327,2025-07-23,2025-07-11,Medical Claim,2646.45,1808.29,Approved,Sarah Johnson,False,0.15,South,Liability,2000,2025-08-15,23
CLM-0328,POL-603831,Customer_0328,2024-11-15,2024-11-05,Fire Damage,122556.86,0,Pending,Sarah Johnson,False,0.38,East,Liability,1000,,1
CLM-0329,POL-717077,Customer_0329,2025-05-24,2025-05-15,Theft,48956.97,35582.64,Approved,Sarah Johnson,False,0.3,West,Liability,1000,2025-07-16,53
CLM-0330,POL-354803,Customer_0330,2024-11-09,2024-10-29,Fire Damage,219121.0,193891.96,Approved,David Kim,False,0.38,East,Property,2500,2024-12-20,41
CLM-0331,POL-481390,Customer_0331,2024-08-05,2024-08-04,Liability,124441.61,0,Denied,Sarah Johnson,False,0.19,North,Property,2500,2024-10-28,84
CLM-0332,POL-529745,Customer_0332,2025-06-07,2025-06-05,Liability,175217.0,0,Denied,Aisha Mohammed,False,0.35,Central,Property,5000,2025-07-14,37
CLM-0333,POL-281131,Customer_0333,2025-03-02,2025-02-25,Property Damage,48943.86,0,Under Review,Priya Patel,False,0.27,West,Property,1000,,23
CLM-0334,POL-159238,Customer_0334,2025-08-26,2025-08-19,Medical Claim,64141.96,43144.96,Approved,James Wilson,False,0.25,South,Liability,1000,2025-11-14,80
CLM-0335,POL-995718,Customer_0335,2025-03-12,2025-03-04,Auto Collision,37002.63,27227.18,Approved,Priya Patel,True,0.75,South,Auto,1500,2025-04-19,38
CLM-0336,POL-729908,Customer_0336,2024-07-28,2024-07-24,Liability,184783.34,0,Denied,Robert Taylor,False,0.14,West,Life,0,2024-08-12,15
CLM-0337,POL-759380,Customer_0337,2024-08-04,2024-08-01,Natural Disaster,458540.91,0,Pending,Michael Chen,False,0.2,Central,Health,1000,,29
CLM-0338,POL-800395,Customer_0338,2024-11-18,2024-11-13,Fire Damage,334464.38,0,Pending,Thomas Brown,False,0.11,Central,Life,0,,15
CLM-0339,POL-954408,Customer_0339,2025-11-10,2025-11-03,Natural Disaster,149020.71,102113.06,Approved,Robert Taylor,False,0.16,North,Property,5000,2025-12-11,31
CLM-0340,POL-849725,Customer_0340,2024-09-01,2024-08-28,Property Damage,192048.48,0,Pending,Sarah Johnson,False,0.13,East,Property,5000,,27
CLM-0341,POL-386566,Customer_0341,2025-12-24,2025-12-11,Natural Disaster,245162.18,0,Denied,Aisha Mohammed,False,0.04,West,Property,2500,2026-01-21,28
CLM-0342,POL-513002,Customer_0342,2025-07-28,2025-07-28,Fire Damage,108630.54,0,Under Review,Robert Taylor,False,0.12,Central,Auto,500,,5
CLM-0343,POL-257855,Customer_0343,2024-09-18,2024-09-05,Theft,1776.74,0,Under Review,James Wilson,False,0.16,West,Liability,2000,,30
CLM-0344,POL-450090,Customer_0344,2025-05-13,2025-05-02,Theft,3393.86,2750.34,Settled,Priya Patel,False,0.26,Central,Life,0,2025-07-15,63
CLM-0345,POL-408636,Customer_0345,2025-09-27,2025-09-24,Auto Collision,29115.42,0,Denied,Sarah Johnson,False,0.11,South,Property,1000,2025-11-22,56
CLM-0346,POL-628419,Customer_0346,2025-07-18,2025-07-13,Medical Claim,35952.76,26857.13,Settled,Maria Garcia,True,0.7,South,Auto,1000,2025-08-29,42
CLM-0347,POL-335330,Customer_0347,2025-07-05,2025-06-26,Fire Damage,108731.31,0,Denied,Sarah Johnson,False,0.11,West,Liability,2000,2025-09-02,59
CLM-0348,POL-170906,Customer_0348,2024-10-07,2024-09-29,Natural Disaster,16662.94,15052.9,Settled,Robert Taylor,False,0.11,Central,Liability,1000,2024-11-17,41
CLM-0349,POL-201496,Customer_0349,2025-11-19,2025-11-17,Liability,184344.59,0,Denied,James Wilson,False,0.18,South,Property,5000,2026-01-10,52
CLM-0350,POL-798398,Customer_0350,2025-10-15,2025-10-08,Natural Disaster,166135.42,0,Denied,Priya Patel,False,0.24,South,Life,0,2026-01-07,84
CLM-0351,POL-311501,Customer_0351,2025-07-23,2025-07-18,Property Damage,143444.61,89099.76,Settled,Thomas Brown,False,0.22,North,Life,0,2025-08-21,29
CLM-0352,POL-986702,Customer_0352,2025-03-05,2025-03-02,Medical Claim,49672.99,33603.28,Approved,Michael Chen,False,0.19,South,Life,0,2025-05-24,80
CLM-0353,POL-947362,Customer_0353,2025-07-20,2025-07-15,Auto Collision,10635.76,0,Pending,Aisha Mohammed,False,0.33,South,Liability,2000,,18
CLM-0354,POL-953274,Customer_0354,2024-08-25,2024-08-21,Liability,72243.83,0,Denied,David Kim,False,0.37,East,Liability,2000,2024-10-20,56
CLM-0355,POL-794846,Customer_0355,2024-11-02,2024-11-01,Theft,29685.18,0,Under Review,Aisha Mohammed,False,0.15,West,Auto,500,,28
CLM-0356,POL-473070,Customer_0356,2025-08-26,2025-08-20,Property Damage,117892.1,0,Under Review,Michael Chen,False,0.33,Central,Life,0,,29
CLM-0357,POL-660708,Customer_0357,2024-08-08,2024-08-06,Liability,50401.43,0,Pending,Robert Taylor,False,0.11,Central,Auto,500,,12
CLM-0358,POL-248840,Customer_0358,2025-05-20,2025-05-12,Medical Claim,117039.66,91683.27,Settled,Sarah Johnson,False,0.27,North,Liability,2000,2025-07-17,58
CLM-0359,POL-177456,Customer_0359,2025-11-23,2025-11-22,Theft,24618.56,17916.9,Settled,Maria Garcia,False,0.29,East,Liability,1000,2026-02-17,86
CLM-0360,POL-600769,Customer_0360,2025-11-15,2025-11-14,Liability,112158.88,0,Under Review,Priya Patel,True,0.81,West,Life,0,,27
CLM-0361,POL-495496,Customer_0361,2025-03-22,2025-03-13,Medical Claim,148601.9,0,Under Review,David Kim,False,0.35,North,Property,5000,,27
CLM-0362,POL-195088,Customer_0362,2024-10-12,2024-09-28,Theft,34400.57,21950.72,Approved,Aisha Mohammed,False,0.27,North,Liability,1000,2024-12-15,64
CLM-0363,POL-309534,Customer_0363,2024-08-16,2024-08-14,Liability,116370.58,0,Pending,Aisha Mohammed,False,0.13,West,Auto,1500,,17
CLM-0364,POL-222492,Customer_0364,2025-09-19,2025-09-05,Theft,32028.58,0,Under Review,Lisa Anderson,False,0.33,West,Liability,1000,,3
CLM-0365,POL-872990,Customer_0365,2024-10-28,2024-10-15,Fire Damage,155956.47,140238.6,Settled,Aisha Mohammed,True,0.85,East,Liability,2000,2024-11-05,8
CLM-0366,POL-212617,Customer_0366,2025-09-28,2025-09-24,Natural Disaster,56422.11,0,Pending,Maria Garcia,False,0.24,South,Liability,2000,,26
CLM-0367,POL-254961,Customer_0367,2025-12-20,2025-12-12,Theft,32075.31,24803.41,Settled,Aisha Mohammed,False,0.08,South,Liability,1000,2026-01-25,36
CLM-0368,POL-972177,Customer_0368,2024-12-08,2024-11-28,Medical Claim,148346.32,128858.34,Approved,Lisa Anderson,False,0.03,North,Health,250,2025-01-09,32
CLM-0369,POL-925031,Customer_0369,2025-02-07,2025-02-07,Medical Claim,35493.13,0,Denied,Aisha Mohammed,False,0.39,South,Liability,1000,2025-04-18,70
CLM-0370,POL-469340,Customer_0370,2025-05-04,2025-04-21,Liability,27293.93,0,Denied,Aisha Mohammed,False,0.04,North,Auto,500,2025-05-29,25
CLM-0371,POL-940714,Customer_0371,2025-10-25,2025-10-23,Auto Collision,49948.96,0,Denied,David Kim,False,0.19,Central,Health,500,2025-12-05,41
CLM-0372,POL-238768,Customer_0372,2025-09-19,2025-09-06,Medical Claim,40746.05,0,Pending,Maria Garcia,False,0.16,Central,Property,2500,,30
CLM-0373,POL-916776,Customer_0373,2025-06-16,2025-06-13,Fire Damage,366030.85,0,Denied,Sarah Johnson,False,0.08,East,Property,1000,2025-06-30,14
CLM-0374,POL-774110,Customer_0374,2025-03-30,2025-03-17,Auto Collision,50420.88,0,Pending,Thomas Brown,False,0.29,Central,Liability,2000,,29
